date,value
20140318,3.25
20140319,2.33
20140320,0.02
20140321,0.06
20140322,1.5
20140323,17.0
20140324,29.51
20140325,2.23
20140326,0.01
20140327,0.47
20140328,0.02
20140329,0.39
20140330,0.37
20140331,1.82
20140401,1.49
20140402,0.01
20140403,0.55
20140404,1.84
20140405,10.28
20140406,4.25
20140407,1.47
20140408,2.04
20140409,0.18
20140410,0.0
20140411,5.4
20140412,9.84
20140413,3.46
20140414,3.35
20140415,0.93
20140416,0.13
20140417,0.03
20140418,0.03
20140419,0.0
20140420,0.03
20140421,0.36
20140422,0.73
20140423,0.0
20140424,0.05
20140425,0.07
20140426,0.19
20140427,0.0
20140428,0.0
20140429,0.0
20140430,0.0
20140501,0.0
20140502,0.0
20140503,0.0
20140504,0.0
20140505,0.0
20140506,0.0
20140507,0.03
20140508,1.61
20140509,0.0
20140510,0.25
20140511,0.0
20140512,0.0
20140513,0.0
20140514,0.0
20140515,0.0
20140516,0.0
20140517,0.0
20140518,0.06
20140519,0.0
20140520,0.0
20140521,0.0
20140522,0.0
20140523,0.0
20140524,0.0
20140525,0.0
20140526,0.0
20140527,0.0
20140528,0.0
20140529,0.0
20140530,0.0
20140531,0.0
20140601,0.0
20140602,0.0
20140603,0.0
20140604,0.0
20140605,0.0
20140606,0.0
20140607,0.0
20140608,0.0
20140609,0.0
20140610,0.0
20140611,0.0
20140612,0.0
20140613,0.0
20140614,0.0
20140615,0.0
20140616,0.0
20140617,0.0
20140618,0.0
20140619,0.0
20140620,0.0
20140621,0.0
20140622,0.0
20140623,0.0
20140624,0.0
20140625,0.0
20140626,0.0
20140627,0.0
20140628,0.0
20140629,0.0
20140630,0.0
20140701,0.0
20140702,0.0
20140703,0.0
20140704,0.0
20140705,0.0
20140706,0.0
20140707,0.0
20140708,0.0
20140709,0.0
20140710,0.0
20140711,0.0
20140712,0.0
20140713,0.0
20140714,0.0
20140715,0.0
20140716,0.0
20140717,0.0
20140718,0.0
20140719,0.0
20140720,0.0
20140721,0.0
20140722,0.0
20140723,0.0
20140724,0.0
20140725,0.0
20140726,0.0
20140727,0.0
20140728,0.0
20140729,0.0
20140730,0.0
20140731,0.0
20140801,0.0
20140802,0.0
20140803,0.0
20140804,0.0
20140805,0.0
20140806,0.0
20140807,0.0
20140808,0.0
20140809,0.0
20140810,0.0
20140811,0.0
20140812,0.0
20140813,0.0
20140814,0.0
20140815,0.05
20140816,0.0
20140817,0.01
20140818,0.01
20140819,0.0
20140820,0.0
20140821,0.0
20140822,0.0
20140823,0.0
20140824,0.0
20140825,0.0
20140826,0.0
20140827,0.0
20140828,0.0
20140829,0.0
20140830,0.0
20140831,0.0
20140901,0.0
20140902,0.0
20140903,0.0
20140904,0.0
20140905,0.0
20140906,0.0
20140907,0.0
20140908,0.0
20140909,0.0
20140910,0.0
20140911,0.0
20140912,0.0
20140913,0.75
20140914,0.27
20140915,0.01
20140916,0.01
20140917,0.02
20140918,0.0
20140919,0.0
20140920,0.0
20140921,0.0
20140922,0.11
20140923,0.04
20140924,0.0
20140925,0.03
20140926,0.04
20140927,0.16
20140928,0.0
20140929,0.0
20140930,0.0
20141001,0.0
20141002,0.0
20141003,0.0
20141004,0.0
20141005,0.32
20141006,2.49
20141007,0.37
20141008,0.0
20141009,0.0
20141010,0.0
20141011,0.0
20141012,28.84
20141013,10.25
20141014,0.06
20141015,0.0
20141016,0.0
20141017,0.0
20141018,0.0
20141019,0.0
20141020,0.0
20141021,0.0
20141022,0.0
20141023,0.0
20141024,0.0
20141025,0.0
20141026,0.02
20141027,0.12
20141028,1.51
20141029,2.35
20141030,0.23
20141031,1.02
20141101,0.01
20141102,0.83
20141103,0.01
20141104,0.0
20141105,0.05
20141106,0.07
20141107,0.05
20141108,1.38
20141109,4.84
20141110,3.93
20141111,1.88
20141112,0.18
20141113,0.0
20141114,0.0
20141115,1.47
20141116,2.34
20141117,0.0
20141118,0.0
20141119,0.0
20141120,0.0
20141121,0.0
20141122,0.64
20141123,0.0
20141124,0.0
20141125,0.0
20141126,0.0
20141127,0.08
20141128,0.0
20141129,0.0
20141130,0.0
20141201,0.14
20141202,1.92
20141203,2.64
20141204,5.86
20141205,5.08
20141206,8.82
20141207,17.73
20141208,0.29
20141209,0.0
20141210,0.14
20141211,4.03
20141212,0.04
20141213,0.12
20141214,0.06
20141215,0.0
20141216,0.07
20141217,0.11
20141218,0.1
20141219,0.06
20141220,0.09
20141221,0.25
20141222,0.01
20141223,0.0
20141224,0.01
20141225,0.04
20141226,2.38
20141227,0.0
20141228,0.0
20141229,0.0
20141230,0.0
20141231,0.01
20150101,0.0
20150102,0.0
20150103,0.0
20150104,0.0
20150105,0.0
20150106,0.0
20150107,0.0
20150108,2.94
20150109,0.31
20150110,0.34
20150111,5.08
20150112,1.63
20150113,4.02
20150114,0.88
20150115,3.18
20150116,0.35
20150117,0.0
20150118,0.0
20150119,0.0
20150120,0.0
20150121,0.12
20150122,0.11
20150123,0.27
20150124,7.21
20150125,4.96
20150126,5.69
20150127,0.79
20150128,1.48
20150129,3.59
20150130,8.88
20150131,3.9
20150201,0.03
20150202,0.0
20150203,0.0
20150204,0.0
20150205,0.0
20150206,0.0
20150207,0.0
20150208,0.0
20150209,0.0
20150210,0.0
20150211,0.87
20150212,0.28
20150213,0.33
20150214,0.0
20150215,0.0
20150216,0.0
20150217,0.16
20150218,0.08
20150219,0.0
20150220,1.14
20150221,5.47
20150222,2.91
20150223,2.69
20150224,2.18
20150225,0.42
20150226,0.0
20150227,0.0
20150228,0.0
20150301,2.83
20150302,0.65
20150303,5.46
20150304,5.48
20150305,18.82
20150306,14.36
20150307,8.43
20150308,4.67
20150309,0.81
20150310,1.91
20150311,0.08
20150312,0.05
20150313,0.0
20150314,0.3
20150315,0.02
20150316,1.2
20150317,2.88
20150318,3.95
20150319,0.5
20150320,3.13
20150321,9.42
20150322,3.53
20150323,78.06
20150324,1.28
20150325,4.26
20150326,0.08
20150327,7.15
20150328,4.11
20150329,10.84
20150330,1.34
20150331,1.34
20150401,1.04
20150402,1.97
20150403,2.22
20150404,1.11
20150405,0.65
20150406,1.24
20150407,2.38
20150408,10.77
20150409,2.83
20150410,4.05
20150411,0.17
20150412,0.0
20150413,0.0
20150414,0.0
20150415,0.0
20150416,0.0
20150417,0.0
20150418,0.0
20150419,0.0
20150420,0.0
20150421,0.0
20150422,0.0
20150423,0.0
20150424,0.0
20150425,0.0
20150426,0.03
20150427,0.01
20150428,0.0
20150429,0.0
20150430,0.12
20150501,5.73
20150502,1.52
20150503,0.01
20150504,0.0
20150505,0.0
20150506,0.0
20150507,0.0
20150508,0.0
20150509,0.0
20150510,0.0
20150511,0.0
20150512,0.0
20150513,0.0
20150514,0.0
20150515,0.0
20150516,0.0
20150517,0.0
20150518,0.0
20150519,0.0
20150520,0.0
20150521,0.0
20150522,0.0
20150523,0.0
20150524,0.0
20150525,0.0
20150526,0.0
20150527,0.0
20150528,0.0
20150529,0.0
20150530,0.0
20150531,0.0
20150601,0.0
20150602,0.79
20150603,0.0
20150604,1.05
20150605,0.0
20150606,0.0
20150607,0.0
20150608,0.0
20150609,0.0
20150610,0.0
20150611,0.0
20150612,0.0
20150613,0.0
20150614,0.0
20150615,0.0
20150616,0.0
20150617,0.0
20150618,0.0
20150619,0.0
20150620,0.0
20150621,0.0
20150622,0.0
20150623,0.0
20150624,0.0
20150625,0.0
20150626,0.0
20150627,0.0
20150628,0.0
20150629,0.0
20150630,0.0
20150701,0.0
20150702,0.0
20150703,0.0
20150704,0.0
20150705,0.0
20150706,0.0
20150707,0.0
20150708,0.0
20150709,0.0
20150710,0.0
20150711,0.0
20150712,0.0
20150713,0.0
20150714,0.0
20150715,0.0
20150716,0.0
20150717,0.0
20150718,0.0
20150719,0.0
20150720,0.0
20150721,0.0
20150722,0.0
20150723,0.0
20150724,0.0
20150725,0.0
20150726,0.0
20150727,0.0
20150728,0.0
20150729,0.0
20150730,0.0
20150731,0.0
20150801,0.0
20150802,0.0
20150803,0.0
20150804,0.0
20150805,0.0
20150806,0.0
20150807,0.0
20150808,0.0
20150809,0.0
20150810,0.0
20150811,0.0
20150812,0.0
20150813,0.0
20150814,0.0
20150815,0.0
20150816,0.0
20150817,0.0
20150818,0.0
20150819,0.0
20150820,0.0
20150821,0.0
20150822,0.0
20150823,0.02
20150824,0.14
20150825,0.2
20150826,0.01
20150827,0.0
20150828,0.0
20150829,0.0
20150830,0.0
20150831,0.0
20150901,0.0
20150902,0.0
20150903,0.0
20150904,0.0
20150905,0.0
20150906,0.0
20150907,0.0
20150908,0.0
20150909,0.0
20150910,0.0
20150911,0.0
20150912,0.0
20150913,0.0
20150914,0.0
20150915,0.0
20150916,0.0
20150917,0.0
20150918,0.0
20150919,0.0
20150920,0.0
20150921,0.0
20150922,0.0
20150923,0.0
20150924,0.0
20150925,0.0
20150926,0.01
20150927,0.0
20150928,0.0
20150929,0.0
20150930,0.0
20151001,0.0
20151002,0.0
20151003,0.0
20151004,0.01
20151005,0.93
20151006,0.11
20151007,0.0
20151008,0.0
20151009,0.0
20151010,0.0
20151011,0.0
20151012,0.0
20151013,0.0
20151014,0.0
20151015,0.0
20151016,0.0
20151017,0.0
20151018,0.0
20151019,0.21
20151020,0.38
20151021,0.0
20151022,0.0
20151023,0.0
20151024,0.0
20151025,0.0
20151026,0.0
20151027,0.15
20151028,0.1
20151029,0.03
20151030,0.0
20151031,0.0
20151101,0.0
20151102,0.0
20151103,0.0
20151104,0.0
20151105,16.44
20151106,1.32
20151107,0.0
20151108,0.0
20151109,0.0
20151110,0.76
20151111,0.05
20151112,0.0
20151113,0.0
20151114,0.0
20151115,0.0
20151116,0.0
20151117,0.0
20151118,0.0
20151119,0.0
20151120,0.0
20151121,0.0
20151122,0.0
20151123,0.0
20151124,0.0
20151125,0.0
20151126,0.0
20151127,0.0
20151128,0.42
20151129,0.06
20151130,0.22
20151201,6.4
20151202,0.02
20151203,0.07
20151204,4.38
20151205,4.17
20151206,2.37
20151207,3.21
20151208,21.46
20151209,1.72
20151210,0.83
20151211,0.65
20151212,0.0
20151213,0.0
20151214,0.0
20151215,0.0
20151216,0.0
20151217,0.01
20151218,3.82
20151219,3.07
20151220,0.01
20151221,0.03
20151222,0.0
20151223,0.8
20151224,0.21
20151225,3.85
20151226,2.58
20151227,6.91
20151228,3.01
20151229,1.0
20151230,1.7
20151231,0.29
20160101,1.82
20160102,1.83
20160103,0.0
20160104,0.07
20160105,0.04
20160106,0.0
20160107,0.03
20160108,0.97
20160109,0.41
20160110,4.05
20160111,0.02
20160112,0.01
20160113,0.0
20160114,0.0
20160115,0.37
20160116,3.32
20160117,25.94
20160118,7.31
20160119,21.34
20160120,47.59
20160121,16.05
20160122,0.0
20160123,0.01
20160124,0.0
20160125,0.0
20160126,0.0
20160127,0.0
20160128,0.13
20160129,0.47
20160130,3.26
20160131,0.02
20160201,1.92
20160202,2.94
20160203,14.96
20160204,6.06
20160205,0.06
20160206,0.04
20160207,0.19
20160208,0.0
20160209,0.0
20160210,0.0
20160211,0.0
20160212,0.0
20160213,0.0
20160214,0.0
20160215,0.02
20160216,1.4
20160217,8.17
20160218,3.66
20160219,2.79
20160220,0.34
20160221,0.07
20160222,3.26
20160223,6.6
20160224,0.97
20160225,4.14
20160226,0.04
20160227,0.0
20160228,0.0
20160229,0.12
20160301,0.0
20160302,0.02
20160303,1.87
20160304,0.01
20160305,4.42
20160306,25.79
20160307,1.7
20160308,0.0
20160309,0.0
20160310,0.0
20160311,0.0
20160312,0.02
20160313,0.48
20160314,0.23
20160315,21.54
20160316,27.57
20160317,0.04
20160318,0.0
20160319,0.0
20160320,0.0
20160321,0.0
20160322,0.0
20160323,0.0
20160324,0.29
20160325,0.75
20160326,0.0
20160327,0.0
20160328,0.0
20160329,0.0
20160330,0.01
20160331,0.75
20160401,0.0
20160402,0.0
20160403,0.43
20160404,0.02
20160405,0.06
20160406,0.13
20160407,0.06
20160408,0.72
20160409,0.0
20160410,0.0
20160411,0.0
20160412,0.0
20160413,0.0
20160414,0.0
20160415,0.0
20160416,0.0
20160417,0.04
20160418,0.07
20160419,1.27
20160420,5.73
20160421,0.86
20160422,0.0
20160423,0.0
20160424,0.0
20160425,0.1
20160426,0.29
20160427,0.04
20160428,0.19
20160429,2.16
20160430,0.0
20160501,0.0
20160502,0.0
20160503,0.0
20160504,0.0
20160505,0.0
20160506,0.0
20160507,1.65
20160508,0.31
20160509,0.05
20160510,0.15
20160511,0.01
20160512,0.0
20160513,0.0
20160514,0.0
20160515,0.0
20160516,0.0
20160517,0.0
20160518,0.0
20160519,0.0
20160520,0.0
20160521,0.0
20160522,0.0
20160523,0.0
20160524,0.0
20160525,0.0
20160526,0.0
20160527,0.0
20160528,0.0
20160529,0.0
20160530,0.0
20160531,0.0
20160601,0.0
20160602,0.0
20160603,0.0
20160604,0.0
20160605,0.0
20160606,1.93
20160607,22.04
20160608,2.88
20160609,1.18
20160610,0.0
20160611,0.0
20160612,0.0
20160613,0.0
20160614,0.0
20160615,0.0
20160616,0.0
20160617,0.0
20160618,0.0
20160619,0.0
20160620,0.0
20160621,0.0
20160622,0.0
20160623,0.0
20160624,0.0
20160625,0.0
20160626,0.0
20160627,0.0
20160628,0.0
20160629,0.0
20160630,0.0
20160701,0.0
20160702,0.0
20160703,0.0
20160704,0.0
20160705,0.0
20160706,0.0
20160707,0.0
20160708,0.0
20160709,0.0
20160710,0.0
20160711,0.0
20160712,0.0
20160713,0.0
20160714,0.0
20160715,0.0
20160716,0.0
20160717,0.0
20160718,0.0
20160719,0.0
20160720,0.0
20160721,0.0
20160722,0.0
20160723,0.0
20160724,0.0
20160725,0.0
20160726,0.0
20160727,0.0
20160728,0.0
20160729,0.0
20160730,0.0
20160731,0.0
20160801,0.0
20160802,0.0
20160803,0.0
20160804,0.0
20160805,0.0
20160806,0.0
20160807,0.0
20160808,0.0
20160809,0.0
20160810,0.0
20160811,0.0
20160812,0.0
20160813,0.0
20160814,0.0
20160815,0.0
20160816,0.0
20160817,0.0
20160818,0.0
20160819,0.0
20160820,0.0
20160821,0.0
20160822,0.0
20160823,0.0
20160824,0.0
20160825,0.0
20160826,0.0
20160827,0.0
20160828,0.0
20160829,0.0
20160830,0.0
20160831,0.0
20160901,0.0
20160902,0.0
20160903,0.0
20160904,0.0
20160905,0.0
20160906,0.0
20160907,0.0
20160908,0.0
20160909,0.0
20160910,0.0
20160911,0.0
20160912,0.0
20160913,0.0
20160914,0.0
20160915,0.0
20160916,0.0
20160917,0.0
20160918,0.0
20160919,0.0
20160920,0.0
20160921,0.0
20160922,0.0
20160923,0.0
20160924,0.0
20160925,0.0
20160926,0.0
20160927,0.0
20160928,0.0
20160929,0.0
20160930,0.0
20161001,0.0
20161002,0.0
20161003,0.0
20161004,0.0
20161005,0.0
20161006,0.0
20161007,0.0
20161008,0.0
20161009,0.0
20161010,0.0
20161011,0.0
20161012,0.0
20161013,0.0
20161014,0.0
20161015,0.0
20161016,0.0
20161017,0.0
20161018,0.0
20161019,0.0
20161020,0.0
20161021,0.0
20161022,0.0
20161023,0.0
20161024,0.0
20161025,0.0
20161026,0.0
20161027,0.2
20161028,0.01
20161029,0.0
20161030,0.0
20161031,0.0
20161101,0.0
20161102,0.11
20161103,0.08
20161104,0.32
20161105,7.02
20161106,0.22
20161107,16.92
20161108,0.01
20161109,0.03
20161110,0.0
20161111,0.0
20161112,0.0
20161113,0.0
20161114,0.0
20161115,0.0
20161116,0.0
20161117,0.0
20161118,0.0
20161119,0.0
20161120,0.01
20161121,19.15
20161122,13.45
20161123,0.22
20161124,0.03
20161125,0.05
20161126,0.0
20161127,0.02
20161128,0.04
20161129,0.0
20161130,0.0
20161201,0.0
20161202,0.0
20161203,0.11
20161204,0.0
20161205,0.02
20161206,0.2
20161207,0.05
20161208,0.19
20161209,0.0
20161210,0.0
20161211,0.0
20161212,0.68
20161213,20.32
20161214,10.35
20161215,1.14
20161216,0.07
20161217,0.9
20161218,1.06
20161219,0.16
20161220,0.5
20161221,0.0
20161222,0.01
20161223,13.63
20161224,4.99
20161225,0.43
20161226,0.19
20161227,0.0
20161228,0.0
20161229,0.0
20161230,0.98
20161231,0.09
20170101,22.75
20170102,60.41
20170103,4.65
20170104,0.98
20170105,1.32
20170106,0.45
20170107,1.06
20170108,0.0
20170109,0.03
20170110,0.91
20170111,2.36
20170112,1.38
20170113,3.61
20170114,0.85
20170115,0.01
20170116,0.52
20170117,0.15
20170118,4.92
20170119,0.0
20170120,0.01
20170121,0.31
20170122,0.3
20170123,0.32
20170124,12.42
20170125,15.7
20170126,13.71
20170127,0.6
20170128,0.02
20170129,0.62
20170130,0.01
20170131,0.0
20170201,3.46
20170202,5.61
20170203,8.5
20170204,0.55
20170205,0.06
20170206,0.24
20170207,0.71
20170208,2.77
20170209,2.63
20170210,1.38
20170211,1.66
20170212,1.93
20170213,2.91
20170214,0.86
20170215,0.16
20170216,0.45
20170217,2.42
20170218,4.26
20170219,12.12
20170220,1.92
20170221,0.95
20170222,0.0
20170223,0.0
20170224,0.0
20170225,0.0
20170226,0.25
20170227,0.44
20170228,0.56
20170301,1.33
20170302,4.62
20170303,2.99
20170304,16.39
20170305,0.76
20170306,1.19
20170307,0.18
20170308,3.88
20170309,0.57
20170310,0.0
20170311,0.01
20170312,0.01
20170313,0.0
20170314,2.86
20170315,0.01
20170316,0.24
20170317,0.46
20170318,0.25
20170319,0.02
20170320,0.06
20170321,0.27
20170322,1.52
20170323,4.34
20170324,0.29
20170325,0.34
20170326,0.29
20170327,0.0
20170328,0.0
20170329,0.0
20170330,0.0
20170331,0.0
20170401,0.0
20170402,0.0
20170403,0.0
20170404,0.0
20170405,0.0
20170406,0.0
20170407,0.0
20170408,2.77
20170409,19.98
20170410,6.19
20170411,0.31
20170412,43.99
20170413,1.76
20170414,0.0
20170415,0.68
20170416,7.0
20170417,23.45
20170418,3.87
20170419,24.35
20170420,10.37
20170421,7.2
20170422,2.15
20170423,0.88
20170424,0.34
20170425,0.35
20170426,0.28
20170427,0.08
20170428,0.0
20170429,0.01
20170430,0.0
20170501,0.0
20170502,0.0
20170503,0.0
20170504,0.0
20170505,0.0
20170506,0.21
20170507,0.02
20170508,0.0
20170509,0.02
20170510,7.34
20170511,0.05
20170512,0.01
20170513,0.0
20170514,0.0
20170515,0.0
20170516,0.0
20170517,0.0
20170518,0.0
20170519,0.0
20170520,0.0
20170521,0.0
20170522,0.0
20170523,0.0
20170524,0.0
20170525,0.0
20170526,0.0
20170527,0.0
20170528,0.0
20170529,0.0
20170530,0.0
20170531,0.0
20170601,0.0
20170602,0.0
20170603,0.0
20170604,0.0
20170605,0.0
20170606,0.01
20170607,0.0
20170608,0.0
20170609,0.0
20170610,0.0
20170611,0.0
20170612,0.0
20170613,0.0
20170614,0.0
20170615,0.0
20170616,0.0
20170617,0.0
20170618,0.0
20170619,0.0
20170620,0.0
20170621,0.0
20170622,0.0
20170623,0.0
20170624,0.0
20170625,0.0
20170626,0.0
20170627,0.0
20170628,0.0
20170629,0.0
20170630,0.0
20170701,0.0
20170702,0.0
20170703,0.0
20170704,0.0
20170705,0.0
20170706,0.0
20170707,0.0
20170708,0.0
20170709,0.0
20170710,0.0
20170711,0.0
20170712,0.0
20170713,0.0
20170714,0.0
20170715,0.0
20170716,0.0
20170717,0.0
20170718,0.0
20170719,0.0
20170720,0.0
20170721,0.0
20170722,0.0
20170723,0.0
20170724,0.0
20170725,0.0
20170726,0.0
20170727,0.0
20170728,0.0
20170729,0.0
20170730,0.0
20170731,0.0
20170801,0.0
20170802,0.0
20170803,0.0
20170804,0.0
20170805,0.0
20170806,0.0
20170807,0.0
20170808,0.0
20170809,0.0
20170810,0.0
20170811,0.0
20170812,0.0
20170813,0.0
20170814,0.0
20170815,0.0
20170816,0.0
20170817,0.0
20170818,0.0
20170819,0.0
20170820,0.0
20170821,0.0
20170822,0.0
20170823,0.0
20170824,0.0
20170825,0.0
20170826,0.0
20170827,0.0
20170828,0.0
20170829,0.0
20170830,0.0
20170831,0.0
20170901,0.0
20170902,0.0
20170903,0.0
20170904,0.0
20170905,0.0
20170906,0.0
20170907,0.0
20170908,0.0
20170909,0.0
20170910,0.0
20170911,0.0
20170912,0.0
20170913,0.0
20170914,0.0
20170915,0.0
20170916,0.0
20170917,0.0
20170918,0.0
20170919,0.0
20170920,0.0
20170921,0.0
20170922,0.0
20170923,0.0
20170924,0.0
20170925,0.0
20170926,0.0
20170927,0.0
20170928,0.01
20170929,0.03
20170930,0.53
20171001,0.08
20171002,0.0
20171003,0.0
20171004,2.35
20171005,0.0
20171006,0.0
20171007,0.0
20171008,0.0
20171009,0.0
20171010,0.0
20171011,0.0
20171012,0.0
20171013,0.0
20171014,0.0
20171015,0.0
20171016,0.0
20171017,0.0
20171018,0.0
20171019,0.0
20171020,0.0
20171021,0.0
20171022,0.35
20171023,0.01
20171024,0.92
20171025,0.04
20171026,0.0
20171027,0.0
20171028,2.1
20171029,1.11
20171030,2.16
20171031,3.07
20171101,2.0
20171102,1.04
20171103,0.51
20171104,0.16
20171105,0.0
20171106,0.11
20171107,0.19
20171108,0.02
20171109,0.01
20171110,0.0
20171111,0.0
20171112,0.38
20171113,0.9
20171114,0.0
20171115,0.0
20171116,0.0
20171117,0.0
20171118,0.0
20171119,0.0
20171120,0.0
20171121,0.0
20171122,0.17
20171123,0.19
20171124,0.0
20171125,0.0
20171126,0.0
20171127,0.0
20171128,0.0
20171129,0.0
20171130,0.0
20171201,0.06
20171202,0.0
20171203,0.0
20171204,8.48
20171205,2.55
20171206,16.11
20171207,8.46
20171208,1.21
20171209,0.01
20171210,3.48
20171211,0.01
20171212,0.01
20171213,0.0
20171214,0.0
20171215,0.52
20171216,0.0
20171217,9.67
20171218,0.21
20171219,0.04
20171220,38.91
20171221,15.12
20171222,0.06
20171223,0.0
20171224,0.0
20171225,0.0
20171226,0.0
20171227,0.16
20171228,0.64
20171229,9.93
20171230,0.0
20171231,0.0
20180101,0.0
20180102,0.0
20180103,0.0
20180104,1.36
20180105,0.08
20180106,0.0
20180107,0.0
20180108,0.0
20180109,0.0
20180110,0.0
20180111,7.47
20180112,0.44
20180113,1.68
20180114,1.32
20180115,0.93
20180116,0.04
20180117,0.28
20180118,0.27
20180119,0.71
20180120,1.75
20180121,0.91
20180122,0.0
20180123,0.01
20180124,0.01
20180125,0.28
20180126,1.23
20180127,0.05
20180128,0.17
20180129,0.03
20180130,0.0
20180131,0.0
20180201,0.02
20180202,0.18
20180203,0.84
20180204,0.84
20180205,1.38
20180206,2.87
20180207,0.99
20180208,2.56
20180209,2.41
20180210,5.29
20180211,6.02
20180212,2.11
20180213,2.03
20180214,7.05
20180215,0.86
20180216,0.0
20180217,0.0
20180218,0.0
20180219,0.0
20180220,0.0
20180221,0.0
20180222,0.02
20180223,0.25
20180224,0.0
20180225,0.0
20180226,0.0
20180227,0.01
20180228,0.19
20180301,0.01
20180302,0.43
20180303,0.0
20180304,0.0
20180305,1.03
20180306,35.93
20180307,32.01
20180308,0.17
20180309,0.0
20180310,0.0
20180311,0.01
20180312,0.0
20180313,0.85
20180314,0.39
20180315,1.47
20180316,0.01
20180317,2.88
20180318,10.89
20180319,2.51
20180320,5.7
20180321,21.98
20180322,3.99
20180323,2.12
20180324,4.59
20180325,0.24
20180326,1.23
20180327,3.93
20180328,1.04
20180329,0.61
20180330,0.06
20180331,0.2
20180401,14.11
20180402,2.1
20180403,0.53
20180404,0.42
20180405,0.01
20180406,0.28
20180407,0.58
20180408,21.2
20180409,5.0
20180410,7.12
20180411,2.65
20180412,5.74
20180413,10.43
20180414,1.46
20180415,2.35
20180416,5.99
20180417,0.6
20180418,0.07
20180419,0.0
20180420,0.0
20180421,0.0
20180422,0.0
20180423,0.0
20180424,0.0
20180425,0.0
20180426,0.0
20180427,0.0
20180428,0.0
20180429,0.0
20180430,0.0
20180501,0.2
20180502,0.58
20180503,0.23
20180504,0.01
20180505,0.0
20180506,0.0
20180507,0.0
20180508,0.0
20180509,0.0
20180510,0.0
20180511,0.0
20180512,0.0
20180513,0.0
20180514,0.0
20180515,0.0
20180516,0.0
20180517,0.0
20180518,0.54
20180519,1.2
20180520,0.0
20180521,0.0
20180522,0.0
20180523,0.0
20180524,0.0
20180525,0.0
20180526,0.0
20180527,0.0
20180528,0.0
20180529,0.0
20180530,0.0
20180531,0.0
20180601,0.0
20180602,0.0
20180603,0.0
20180604,0.0
20180605,0.0
20180606,0.0
20180607,0.0
20180608,0.0
20180609,0.0
20180610,0.0
20180611,0.0
20180612,0.0
20180613,0.0
20180614,0.0
20180615,0.0
20180616,0.0
20180617,0.0
20180618,0.0
20180619,0.0
20180620,0.0
20180621,0.0
20180622,0.0
20180623,0.0
20180624,0.0
20180625,0.0
20180626,0.0
20180627,0.0
20180628,0.0
20180629,0.0
20180630,0.0
20180701,0.0
20180702,0.01
20180703,0.0
20180704,0.0
20180705,0.09
20180706,3.02
20180707,0.39
20180708,0.83
20180709,0.16
20180710,0.0
20180711,0.0
20180712,0.0
20180713,0.0
20180714,0.0
20180715,0.0
20180716,0.0
20180717,0.0
20180718,0.0
20180719,0.0
20180720,0.0
20180721,0.0
20180722,0.0
20180723,0.0
20180724,0.0
20180725,0.0
20180726,0.0
20180727,0.0
20180728,0.0
20180729,0.0
20180730,0.0
20180731,0.0
20180801,0.0
20180802,0.0
20180803,0.0
20180804,0.0
20180805,0.0
20180806,0.0
20180807,0.0
20180808,0.0
20180809,0.0
20180810,0.01
20180811,0.0
20180812,0.0
20180813,0.0
20180814,0.0
20180815,0.0
20180816,0.0
20180817,0.0
20180818,0.0
20180819,0.0
20180820,0.0
20180821,0.0
20180822,0.0
20180823,0.0
20180824,0.0
20180825,0.0
20180826,0.0
20180827,0.0
20180828,0.0
20180829,0.0
20180830,0.0
20180831,0.0
20180901,0.0
20180902,0.0
20180903,0.0
20180904,0.0
20180905,0.0
20180906,0.45
20180907,0.0
20180908,0.0
20180909,0.0
20180910,0.0
20180911,0.0
20180912,0.0
20180913,0.0
20180914,0.0
20180915,0.0
20180916,0.0
20180917,0.0
20180918,0.0
20180919,0.0
20180920,0.0
20180921,0.0
20180922,0.0
20180923,0.0
20180924,0.0
20180925,0.0
20180926,0.0
20180927,0.0
20180928,0.0
20180929,0.0
20180930,0.0
20181001,3.3
20181002,0.16
20181003,0.0
20181004,0.0
20181005,0.0
20181006,94.74
20181007,0.18
20181008,0.02
20181009,0.0
20181010,0.0
20181011,0.0
20181012,14.43
20181013,0.01
20181014,0.0
20181015,0.0
20181016,0.0
20181017,0.0
20181018,0.0
20181019,0.0
20181020,0.0
20181021,0.47
20181022,3.14
20181023,0.44
20181024,0.0
20181025,0.0
20181026,0.0
20181027,0.0
20181028,0.01
20181029,0.0
20181030,0.0
20181031,0.0
20181101,0.0
20181102,0.0
20181103,0.0
20181104,0.0
20181105,0.0
20181106,0.0
20181107,0.0
20181108,0.0
20181109,0.0
20181110,0.0
20181111,0.0
20181112,0.0
20181113,0.0
20181114,0.0
20181115,0.0
20181116,0.03
20181117,0.0
20181118,0.05
20181119,0.0
20181120,0.0
20181121,0.0
20181122,0.04
20181123,0.44
20181124,0.0
20181125,5.91
20181126,3.5
20181127,0.0
20181128,0.0
20181129,0.0
20181130,7.22
20181201,20.25
20181202,0.0
20181203,0.0
20181204,0.0
20181205,0.0
20181206,0.0
20181207,0.0
20181208,0.0
20181209,0.0
20181210,0.0
20181211,0.0
20181212,0.0
20181213,0.0
20181214,0.08
20181215,4.96
20181216,2.54
20181217,2.82
20181218,0.03
20181219,0.04
20181220,0.0
20181221,0.77
20181222,0.02
20181223,0.54
20181224,0.02
20181225,0.0
20181226,0.01
20181227,5.37
20181228,15.22
20181229,4.77
20181230,5.22
